pH,Temperature,Taste,Odor,Fat_Content,Titratable_Acidity,Protein_Content,Lactose_Content,TPC,SCC,Color,Label
6.93,21.4,0,1,2.97,0.196,2.9,4.2,5352000,553600,0,Low
7.08,12.8,1,0,2.12,0.266,2.45,3.91,4201800,1024300,0,Low
6.74,7.7,1,1,3.19,0.165,3.01,4.53,1974100,399300,0,Medium
6.97,19.4,0,1,2.94,0.291,2.53,4.11,4809200,840600,0,Low
7.09,14.5,0,1,2.65,0.182,2.83,3.84,2966100,354100,1,Low
6.69,4.7,1,1,3.7,0.129,3.29,5.15,131400,229700,1,High
6.63,8.0,1,1,3.1,0.167,3.11,4.39,1005900,405400,1,Medium
6.5,17.4,0,1,2.81,0.219,2.59,3.59,6889500,798600,0,Low
7.16,13.2,1,0,3.01,0.221,2.55,4.36,4052800,643300,0,Low
6.62,4.5,1,1,3.39,0.156,3.25,4.55,199800,114900,1,High
6.66,9.0,1,1,3.25,0.189,2.95,4.51,1291700,252300,1,Medium
7.1,16.6,0,0,2.32,0.33,2.75,4.03,5937500,925000,0,Low
6.64,7.1,1,0,3.38,0.185,2.98,4.57,838700,257900,1,Medium
6.34,13.2,0,0,2.76,0.275,2.55,3.71,7337800,933600,0,Low
6.47,21.4,0,0,3.0,0.218,2.49,4.0,7859100,674400,0,Low
7.04,18.4,0,1,3.11,0.324,2.79,4.19,7542000,736700,0,Low
6.39,15.1,1,0,3.11,0.335,2.47,4.12,6928100,866100,1,Low
6.75,5.2,1,1,4.35,0.166,3.24,4.64,154800,247200,1,High
6.59,9.8,1,1,3.35,0.186,2.97,4.39,1332400,427900,0,Medium
6.68,4.5,1,1,4.77,0.145,3.26,5.18,220700,160000,1,High
6.67,3.3,1,1,3.35,0.139,3.3,4.8,94400,56300,1,High
6.77,5.3,1,1,3.69,0.167,3.11,4.75,264800,111500,1,High
6.76,3.7,1,1,4.49,0.164,3.24,4.72,281400,135700,1,High
6.39,12.0,0,1,2.94,0.346,2.58,4.33,6289900,723200,1,Low
6.63,5.3,1,1,4.55,0.136,3.13,4.71,207100,91700,1,High
6.39,13.3,0,1,2.98,0.302,2.68,4.37,7089400,410200,1,Low
6.4,12.9,0,0,2.4,0.243,2.41,4.21,5345400,355100,0,Low
7.19,19.5,0,0,2.78,0.297,2.84,4.04,4690900,367000,0,Low
6.59,7.2,0,1,3.3,0.174,2.94,4.58,1874700,295400,1,Medium
6.49,11.8,1,1,2.47,0.195,2.33,3.81,2591100,1075400,0,Low
7.04,22.6,0,0,2.62,0.258,2.76,4.36,2954400,1167400,1,Low
6.66,4.8,1,1,3.32,0.158,3.16,4.74,217000,47400,1,High
6.79,2.1,1,1,3.37,0.165,3.19,4.96,143400,168200,1,High
6.67,2.4,1,1,4.31,0.144,3.34,5.09,294000,214600,1,High
6.69,5.7,1,1,4.37,0.139,3.46,4.91,155700,41000,1,High
6.68,8.3,1,1,3.16,0.187,2.88,4.31,908400,410100,1,Medium
6.61,7.4,1,1,3.14,0.179,3.09,4.63,1276800,332900,1,Medium
6.65,6.8,1,1,3.36,0.166,3.11,4.55,310500,368200,1,Medium
6.46,23.4,0,1,2.74,0.338,2.56,3.64,6624100,700200,0,Low
6.77,3.4,1,1,4.2,0.141,3.35,4.89,48900,178700,1,High
6.75,2.7,1,1,3.9,0.134,3.11,4.71,229200,135400,1,High
6.5,22.7,0,0,2.35,0.341,2.84,3.78,5555700,747800,1,Low
6.59,8.3,1,1,3.16,0.184,3.09,4.32,689100,251200,0,Medium
7.02,17.7,1,0,2.27,0.192,2.51,3.84,6632100,1011400,1,Low
6.65,8.4,1,1,3.12,0.172,3.14,4.55,684200,405900,0,Medium
6.56,9.2,0,1,3.19,0.188,3.15,4.51,1715900,293100,1,Medium
6.66,5.3,1,1,4.61,0.12,3.4,4.84,284400,212300,1,High
6.65,9.4,0,1,3.33,0.166,3.1,4.39,1739100,371200,1,Medium
6.63,4.2,1,1,4.0,0.16,3.47,4.8,161400,37800,1,High
6.58,8.8,1,1,3.1,0.177,3.1,4.42,1848000,256000,1,Medium
6.63,4.1,1,1,4.37,0.157,3.12,4.56,201100,184700,1,High
6.87,20.9,1,0,2.47,0.287,2.78,3.86,6484500,1084500,1,Low
7.17,15.9,0,0,2.77,0.332,2.55,3.73,3020000,793500,0,Low
6.61,4.1,1,1,4.4,0.129,3.34,4.79,203900,232400,1,High
6.3,22.0,0,0,2.37,0.233,2.5,4.19,7437100,508200,1,Low
6.28,16.4,0,0,2.1,0.269,2.62,3.91,3548600,667400,0,Low
6.62,5.3,1,1,3.88,0.149,3.4,4.78,39900,157700,1,High
6.63,6.7,1,0,3.25,0.174,2.97,4.38,1991000,439900,1,Medium
6.96,13.7,1,0,2.16,0.32,2.46,3.96,4355400,781600,1,Low
7.05,24.5,1,0,2.38,0.19,2.48,3.89,2788000,844200,0,Low
6.44,22.0,1,0,2.11,0.333,2.55,4.24,5231300,688100,0,Low
6.73,2.4,1,1,4.45,0.123,3.42,4.88,88200,240900,1,High
6.29,24.5,0,0,3.17,0.26,2.76,3.61,6916000,718000,0,Low
6.82,8.8,1,1,3.12,0.175,2.99,4.53,1472500,334500,1,Medium
7.06,22.1,0,0,2.77,0.294,2.43,3.65,3713900,660600,1,Low
6.31,15.8,0,1,2.53,0.267,2.51,4.05,4780800,657700,0,Low
6.64,9.4,1,1,3.14,0.19,3.09,4.5,1754100,442600,1,Medium
7.03,13.8,0,0,3.14,0.288,2.7,4.35,6279700,371200,1,Low
6.79,8.3,1,0,3.14,0.18,2.97,4.51,675900,407000,1,Medium
6.77,3.3,1,1,4.77,0.13,3.32,5.18,175700,49900,1,High
6.59,6.8,1,0,3.28,0.162,2.97,4.36,595100,276100,1,Medium
7.14,21.9,0,0,3.03,0.186,2.89,3.65,3690500,852600,0,Low
7.02,24.9,0,0,3.08,0.232,2.58,4.07,6936000,888800,1,Low
6.94,10.6,0,0,2.72,0.26,2.81,3.63,4990200,916200,0,Low
6.69,2.6,1,1,4.51,0.159,3.41,4.67,230100,186800,1,High
6.78,8.5,1,0,3.19,0.163,2.97,4.63,1737200,314400,1,Medium
6.65,9.5,1,0,3.36,0.166,3.07,4.47,715000,426300,1,Medium
6.3,24.9,0,1,3.02,0.214,2.33,3.55,5144200,317800,1,Low
6.3,11.9,1,0,2.44,0.259,2.71,4.07,2975900,1184100,0,Low
6.49,14.4,0,0,2.3,0.181,2.79,4.32,5352200,813500,0,Low
6.66,5.1,1,1,4.1,0.165,3.26,4.71,207400,244900,1,High
7.0,22.4,0,1,2.14,0.31,2.67,3.52,5442800,1036000,0,Low
6.79,8.2,1,1,3.17,0.163,3.02,4.36,708000,435100,0,Medium
7.02,17.5,0,0,3.15,0.273,2.57,4.37,4280800,542200,1,Low
6.77,9.9,1,1,3.24,0.174,3.15,4.43,608000,250200,0,Medium
7.11,13.6,0,1,2.64,0.234,2.74,3.97,7606700,724900,0,Low
6.77,2.5,1,1,3.93,0.121,3.2,5.06,119300,46000,1,High
6.82,8.9,1,1,3.19,0.188,2.99,4.52,1118200,340700,0,Medium
6.78,2.1,1,1,3.62,0.153,3.45,4.7,189500,104200,1,High
6.45,22.0,0,0,2.57,0.263,2.33,4.32,4137600,342800,1,Low
6.77,8.0,1,1,3.29,0.185,3.06,4.57,727700,359200,1,Medium
6.95,19.0,1,0,2.95,0.243,2.65,4.1,5993200,1110300,0,Low
6.25,18.8,0,0,2.54,0.311,2.94,3.73,6339800,965500,0,Low
6.34,16.4,0,0,2.91,0.204,2.54,4.34,6783000,705000,0,Low
6.55,9.2,1,0,3.08,0.178,3.08,4.61,1325800,427300,1,Medium
6.68,8.2,1,1,3.19,0.171,2.88,4.64,1153300,335600,0,Medium
